unix,a,b,c,v,p,t,l,h,o
1608871850.8477492,23543.90000,23543.80000,23543.90000,499.59159749,23572.35085,3349,23410.80000,23799.90000,2
1608871862.1175349,23543.90000,23543.80000,23543.90000,499.59159749,23572.35085,3349,23410.80000,23799.90000,2
1608871873.319072,23543.90000,23543.80000,23543.80000,499.61024749,23572.34978,3352,23410.80000,23799.90000,2
1608871884.480006,23543.90000,23543.80000,23543.80000,499.61024749,23572.34978,3352,23410.80000,23799.90000,2
1608871895.631967,23543.90000,23543.80000,23543.80000,499.61024749,23572.34978,3352,23410.80000,23799.90000,2
1608871906.703202,23543.90000,23543.80000,23543.80000,499.61024749,23572.34978,3352,23410.80000,23799.90000,2
1608871917.7739499,23544.70000,23544.20000,23549.30000,500.27244855,23572.31868,3356,23410.80000,23799.90000,2
1608871928.841578,23545.70000,23545.30000,23549.30000,500.27244855,23572.31868,3356,23410.80000,23799.90000,2
1608871940.014864,23545.90000,23545.80000,23549.30000,500.27244855,23572.31868,3356,23410.80000,23799.90000,2
1608871951.182223,23545.90000,23545.80000,23549.30000,500.27244855,23572.31868,3356,23410.80000,23799.90000,2
1608871962.354866,23545.90000,23545.80000,23545.90000,500.27665477,23572.31846,3357,23410.80000,23799.90000,2
1608871973.496753,23545.90000,23545.80000,23545.90000,500.28465477,23572.31803,3358,23410.80000,23799.90000,2
1608871985.47905,23549.90000,23549.80000,23545.90000,500.32665477,23572.31582,3361,23410.80000,23799.90000,2
1608871996.638602,23549.90000,23549.80000,23549.80000,500.33015477,23572.31566,3362,23410.80000,23799.90000,2
1608872007.6880682,23551.40000,23551.30000,23551.40000,500.39015477,23572.31298,3367,23410.80000,23799.90000,2
1608872018.8704698,23554.30000,23554.20000,23554.30000,500.44170116,23572.31087,3370,23410.80000,23799.90000,2
1608872029.991076,23554.30000,23554.20000,23554.30000,500.44170116,23572.31087,3370,23410.80000,23799.90000,2
1608872041.1524212,23554.30000,23554.20000,23554.30000,500.44170116,23572.31087,3370,23410.80000,23799.90000,2
1608872052.234439,23554.30000,23554.20000,23554.30000,500.44170116,23572.31087,3370,23410.80000,23799.90000,2
1608872063.2772532,23554.30000,23554.20000,23554.20000,500.94170116,23572.29280,3372,23410.80000,23799.90000,2
1608872074.393752,23554.30000,23554.20000,23554.30000,500.95170116,23572.29244,3374,23410.80000,23799.90000,2
1608872085.549005,23554.30000,23554.20000,23554.30000,500.95170116,23572.29244,3374,23410.80000,23799.90000,2
1608872096.666497,23562.90000,23560.90000,23576.90000,515.95170116,23572.27550,3418,23410.80000,23799.90000,2
1608872107.820846,23559.50000,23559.40000,23559.50000,515.96547957,23572.27516,3420,23410.80000,23799.90000,2
1608872118.882872,23559.50000,23559.40000,23559.50000,515.97397058,23572.27495,3422,23410.80000,23799.90000,2
1608872130.027848,23559.50000,23559.40000,23559.50000,515.99499096,23572.27443,3423,23410.80000,23799.90000,2
1608872141.257321,23559.50000,23559.40000,23559.50000,515.99499096,23572.27443,3423,23410.80000,23799.90000,2
1608872152.420607,23559.50000,23559.40000,23559.50000,515.99699096,23572.27438,3424,23410.80000,23799.90000,2
1608872163.6174212,23558.20000,23557.40000,23559.50000,518.99899096,23572.20049,3430,23410.80000,23799.90000,2
1608872175.728247,23559.90000,23559.80000,23559.50000,518.99899096,23572.20049,3430,23410.80000,23799.90000,2
1608872187.102853,23561.80000,23559.30000,23559.90000,519.49899096,23572.18860,3432,23410.80000,23799.90000,2
1608872198.1805649,23561.40000,23559.20000,23559.90000,519.49899096,23572.18860,3432,23410.80000,23799.90000,2
1608872209.3344471,23561.40000,23559.90000,23559.90000,519.49899096,23572.18860,3432,23410.80000,23799.90000,2
1608872220.396747,23561.40000,23560.70000,23559.90000,519.49899096,23572.18860,3432,23410.80000,23799.90000,2
1608872231.527884,23571.30000,23571.00000,23565.40000,520.55878003,23572.17460,3437,23410.80000,23799.90000,2
1608872242.594441,23574.90000,23574.80000,23573.10000,520.56085725,23572.17460,3439,23410.80000,23799.90000,2
1608872253.644387,23574.90000,23574.80000,23573.10000,520.56085725,23572.17460,3439,23410.80000,23799.90000,2
1608872264.7390752,23577.00000,23576.90000,23577.00000,520.89861101,23572.17753,3443,23410.80000,23799.90000,2
1608872275.8021939,23575.70000,23574.10000,23576.90000,520.90161101,23572.17756,3444,23410.80000,23799.90000,2
1608872287.015203,23571.10000,23571.00000,23571.10000,520.90511101,23572.17755,3446,23410.80000,23799.90000,2
1608872298.156343,23570.90000,23569.30000,23570.90000,520.95861101,23572.17735,3449,23410.80000,23799.90000,2
1608872309.2421482,23574.90000,23574.80000,23570.90000,520.95861101,23572.17735,3449,23410.80000,23799.90000,2
